record_id,student_id,department,subject_scores,attendance_rate
328,328,Commercial,"{""Term_1"": {""Financial Accounting"": 35, ""Commerce"": 40, ""Economics"": 37, ""English Language"": 44, ""Mathematics"": 33, ""Geography"": 48, ""Government"": 41, ""Biology"": 55, ""Religion Studies"": 50, ""Data Processing"": 54}, ""Term_2"": {""Financial Accounting"": 60, ""Commerce"": 35, ""Economics"": 49, ""English Language"": 44, ""Mathematics"": 49, ""Geography"": 58, ""Government"": 55, ""Biology"": 52, ""Religion Studies"": 54, ""Data Processing"": 68}, ""Term_3"": {""Financial Accounting"": 47, ""Commerce"": 57, ""Economics"": 46, ""English Language"": 48, ""Mathematics"": 35, ""Geography"": 56, ""Government"": 50, ""Biology"": 56, ""Religion Studies"": 53, ""Data Processing"": 67}, ""Term_4"": {""Financial Accounting"": 46, ""Commerce"": 43, ""Economics"": 49, ""English Language"": 47, ""Mathematics"": 40, ""Geography"": 53, ""Government"": 53, ""Biology"": 42, ""Religion Studies"": 58, ""Data Processing"": 50}, ""Term_5"": {""Financial Accounting"": 44, ""Commerce"": 52, ""Economics"": 46, ""English Language"": 37, ""Mathematics"": 44, ""Geography"": 47, ""Government"": 52, ""Biology"": 58, ""Religion Studies"": 59, ""Data Processing"": 69}, ""Term_6"": {""Financial Accounting"": 32, ""Commerce"": 60, ""Economics"": 46, ""English Language"": 41, ""Mathematics"": 32, ""Geography"": 60, ""Government"": 54, ""Biology"": 57, ""Religion Studies"": 52, ""Data Processing"": 70}, ""Term_7"": {""Financial Accounting"": 30, ""Commerce"": 31, ""Economics"": 44, ""English Language"": 49, ""Mathematics"": 32, ""Geography"": 50, ""Government"": 50, ""Biology"": 60, ""Religion Studies"": 62, ""Data Processing"": 64}, ""Term_8"": {""Financial Accounting"": 32, ""Commerce"": 40, ""Economics"": 40, ""English Language"": 45, ""Mathematics"": 43, ""Geography"": 52, ""Government"": 53, ""Biology"": 57, ""Religion Studies"": 58, ""Data Processing"": 70}}",89.62
329,329,Commercial,"{""Term_1"": {""Financial Accounting"": 49, ""Commerce"": 52, ""Economics"": 36, ""English Language"": 75, ""Mathematics"": 41, ""Biology"": 64, ""Further Mathematics"": 56, ""Civic Education"": 66, ""Agricultural Science"": 73, ""Religion Studies"": 53, ""Data Processing"": 52}, ""Term_2"": {""Financial Accounting"": 71, ""Commerce"": 37, ""Economics"": 42, ""English Language"": 65, ""Mathematics"": 47, ""Biology"": 57, ""Further Mathematics"": 45, ""Civic Education"": 54, ""Agricultural Science"": 67, ""Religion Studies"": 60, ""Data Processing"": 68}, ""Term_3"": {""Financial Accounting"": 49, ""Commerce"": 44, ""Economics"": 51, ""English Language"": 71, ""Mathematics"": 54, ""Biology"": 68, ""Further Mathematics"": 62, ""Civic Education"": 59, ""Agricultural Science"": 73, ""Religion Studies"": 65, ""Data Processing"": 69}, ""Term_4"": {""Financial Accounting"": 65, ""Commerce"": 39, ""Economics"": 36, ""English Language"": 67, ""Mathematics"": 46, ""Biology"": 51, ""Further Mathematics"": 57, ""Civic Education"": 68, ""Agricultural Science"": 46, ""Religion Studies"": 55, ""Data Processing"": 65}, ""Term_5"": {""Financial Accounting"": 35, ""Commerce"": 50, ""Economics"": 48, ""English Language"": 61, ""Mathematics"": 65, ""Biology"": 53, ""Further Mathematics"": 70, ""Civic Education"": 74, ""Agricultural Science"": 71, ""Religion Studies"": 60, ""Data Processing"": 51}, ""Term_6"": {""Financial Accounting"": 49, ""Commerce"": 39, ""Economics"": 75, ""English Language"": 45, ""Mathematics"": 31, ""Biology"": 69, ""Further Mathematics"": 69, ""Civic Education"": 69, ""Agricultural Science"": 60, ""Religion Studies"": 70, ""Data Processing"": 66}, ""Term_7"": {""Financial Accounting"": 48, ""Commerce"": 33, ""Economics"": 68, ""English Language"": 40, ""Mathematics"": 57, ""Biology"": 73, ""Further Mathematics"": 65, ""Civic Education"": 72, ""Agricultural Science"": 65, ""Religion Studies"": 51, ""Data Processing"": 62}, ""Term_8"": {""Financial Accounting"": 64, ""Commerce"": 66, ""Economics"": 37, ""English Language"": 51, ""Mathematics"": 45, ""Biology"": 47, ""Further Mathematics"": 73, ""Civic Education"": 64, ""Agricultural Science"": 58, ""Religion Studies"": 53, ""Data Processing"": 52}}",93.18
330,330,Commercial,"{""Term_1"": {""Financial Accounting"": 65, ""Commerce"": 37, ""Economics"": 43, ""English Language"": 61, ""Mathematics"": 66, ""Civic Education"": 74, ""Government"": 62, ""Further Mathematics"": 60, ""Religion Studies"": 55, ""Data Processing"": 68}, ""Term_2"": {""Financial Accounting"": 47, ""Commerce"": 37, ""Economics"": 48, ""English Language"": 74, ""Mathematics"": 53, ""Civic Education"": 71, ""Government"": 48, ""Further Mathematics"": 52, ""Religion Studies"": 65, ""Data Processing"": 53}, ""Term_3"": {""Financial Accounting"": 55, ""Commerce"": 41, ""Economics"": 66, ""English Language"": 48, ""Mathematics"": 60, ""Civic Education"": 57, ""Government"": 45, ""Further Mathematics"": 49, ""Religion Studies"": 67, ""Data Processing"": 67}, ""Term_4"": {""Financial Accounting"": 54, ""Commerce"": 58, ""Economics"": 35, ""English Language"": 48, ""Mathematics"": 52, ""Civic Education"": 71, ""Government"": 52, ""Further Mathematics"": 68, ""Religion Studies"": 60, ""Data Processing"": 54}, ""Term_5"": {""Financial Accounting"": 72, ""Commerce"": 69, ""Economics"": 34, ""English Language"": 74, ""Mathematics"": 37, ""Civic Education"": 52, ""Government"": 51, ""Further Mathematics"": 73, ""Religion Studies"": 56, ""Data Processing"": 52}, ""Term_6"": {""Financial Accounting"": 70, ""Commerce"": 75, ""Economics"": 53, ""English Language"": 48, ""Mathematics"": 31, ""Civic Education"": 68, ""Government"": 70, ""Further Mathematics"": 61, ""Religion Studies"": 53, ""Data Processing"": 70}, ""Term_7"": {""Financial Accounting"": 51, ""Commerce"": 59, ""Economics"": 48, ""English Language"": 30, ""Mathematics"": 46, ""Civic Education"": 63, ""Government"": 56, ""Further Mathematics"": 57, ""Religion Studies"": 56, ""Data Processing"": 55}, ""Term_8"": {""Financial Accounting"": 41, ""Commerce"": 56, ""Economics"": 71, ""English Language"": 44, ""Mathematics"": 51, ""Civic Education"": 49, ""Government"": 67, ""Further Mathematics"": 52, ""Religion Studies"": 64, ""Data Processing"": 59}}",75.8
331,331,Commercial,"{""Term_1"": {""Financial Accounting"": 46, ""Commerce"": 30, ""Economics"": 40, ""English Language"": 33, ""Mathematics"": 57, ""Civic Education"": 47, ""Further Mathematics"": 40, ""Biology"": 44, ""Religion Studies"": 55, ""Data Processing"": 65, ""Yoruba"": 53}, ""Term_2"": {""Financial Accounting"": 46, ""Commerce"": 48, ""Economics"": 41, ""English Language"": 41, ""Mathematics"": 48, ""Civic Education"": 51, ""Further Mathematics"": 56, ""Biology"": 54, ""Religion Studies"": 52, ""Data Processing"": 63, ""Yoruba"": 53}, ""Term_3"": {""Financial Accounting"": 36, ""Commerce"": 48, ""Economics"": 51, ""English Language"": 36, ""Mathematics"": 35, ""Civic Education"": 40, ""Further Mathematics"": 44, ""Biology"": 52, ""Religion Studies"": 41, ""Data Processing"": 61, ""Yoruba"": 47}, ""Term_4"": {""Financial Accounting"": 41, ""Commerce"": 43, ""Economics"": 48, ""English Language"": 55, ""Mathematics"": 43, ""Civic Education"": 54, ""Further Mathematics"": 47, ""Biology"": 44, ""Religion Studies"": 54, ""Data Processing"": 57, ""Yoruba"": 47}, ""Term_5"": {""Financial Accounting"": 30, ""Commerce"": 56, ""Economics"": 36, ""English Language"": 41, ""Mathematics"": 39, ""Civic Education"": 45, ""Further Mathematics"": 42, ""Biology"": 41, ""Religion Studies"": 46, ""Data Processing"": 70, ""Yoruba"": 53}, ""Term_6"": {""Financial Accounting"": 50, ""Commerce"": 37, ""Economics"": 48, ""English Language"": 43, ""Mathematics"": 44, ""Civic Education"": 59, ""Further Mathematics"": 43, ""Biology"": 45, ""Religion Studies"": 43, ""Data Processing"": 60, ""Yoruba"": 52}, ""Term_7"": {""Financial Accounting"": 36, ""Commerce"": 41, ""Economics"": 60, ""English Language"": 37, ""Mathematics"": 45, ""Civic Education"": 44, ""Further Mathematics"": 47, ""Biology"": 48, ""Religion Studies"": 60, ""Data Processing"": 54, ""Yoruba"": 54}, ""Term_8"": {""Financial Accounting"": 42, ""Commerce"": 41, ""Economics"": 38, ""English Language"": 38, ""Mathematics"": 40, ""Civic Education"": 59, ""Further Mathematics"": 42, ""Biology"": 57, ""Religion Studies"": 58, ""Data Processing"": 51, ""Yoruba"": 57}}",88.66
332,332,Commercial,"{""Term_1"": {""Financial Accounting"": 66, ""Commerce"": 76, ""Economics"": 95, ""English Language"": 75, ""Mathematics"": 99, ""Biology"": 75, ""Civic Education"": 65, ""Geography"": 89, ""Religion Studies"": 96, ""Data Processing"": 70, ""Yoruba"": 89}, ""Term_2"": {""Financial Accounting"": 90, ""Commerce"": 64, ""Economics"": 86, ""English Language"": 76, ""Mathematics"": 90, ""Biology"": 64, ""Civic Education"": 81, ""Geography"": 98, ""Religion Studies"": 80, ""Data Processing"": 53, ""Yoruba"": 83}, ""Term_3"": {""Financial Accounting"": 78, ""Commerce"": 62, ""Economics"": 61, ""English Language"": 64, ""Mathematics"": 63, ""Biology"": 69, ""Civic Education"": 72, ""Geography"": 72, ""Religion Studies"": 60, ""Data Processing"": 58, ""Yoruba"": 99}, ""Term_4"": {""Financial Accounting"": 75, ""Commerce"": 99, ""Economics"": 86, ""English Language"": 72, ""Mathematics"": 91, ""Biology"": 64, ""Civic Education"": 77, ""Geography"": 90, ""Religion Studies"": 93, ""Data Processing"": 59, ""Yoruba"": 70}, ""Term_5"": {""Financial Accounting"": 91, ""Commerce"": 74, ""Economics"": 62, ""English Language"": 94, ""Mathematics"": 90, ""Biology"": 79, ""Civic Education"": 91, ""Geography"": 99, ""Religion Studies"": 72, ""Data Processing"": 64, ""Yoruba"": 62}, ""Term_6"": {""Financial Accounting"": 86, ""Commerce"": 92, ""Economics"": 67, ""English Language"": 61, ""Mathematics"": 87, ""Biology"": 75, ""Civic Education"": 61, ""Geography"": 65, ""Religion Studies"": 83, ""Data Processing"": 50, ""Yoruba"": 81}, ""Term_7"": {""Financial Accounting"": 88, ""Commerce"": 81, ""Economics"": 69, ""English Language"": 63, ""Mathematics"": 89, ""Biology"": 82, ""Civic Education"": 83, ""Geography"": 73, ""Religion Studies"": 81, ""Data Processing"": 50, ""Yoruba"": 94}, ""Term_8"": {""Financial Accounting"": 83, ""Commerce"": 83, ""Economics"": 62, ""English Language"": 60, ""Mathematics"": 80, ""Biology"": 67, ""Civic Education"": 70, ""Geography"": 73, ""Religion Studies"": 95, ""Data Processing"": 55, ""Yoruba"": 71}}",66.01
333,333,Commercial,"{""Term_1"": {""Financial Accounting"": 35, ""Commerce"": 48, ""Economics"": 40, ""English Language"": 40, ""Mathematics"": 51, ""Biology"": 43, ""Geography"": 46, ""Further Mathematics"": 56, ""Government"": 59, ""Religion Studies"": 54, ""Data Processing"": 69}, ""Term_2"": {""Financial Accounting"": 43, ""Commerce"": 43, ""Economics"": 49, ""English Language"": 45, ""Mathematics"": 42, ""Biology"": 48, ""Geography"": 57, ""Further Mathematics"": 52, ""Government"": 53, ""Religion Studies"": 41, ""Data Processing"": 52}, ""Term_3"": {""Financial Accounting"": 40, ""Commerce"": 37, ""Economics"": 32, ""English Language"": 34, ""Mathematics"": 45, ""Biology"": 57, ""Geography"": 43, ""Further Mathematics"": 41, ""Government"": 48, ""Religion Studies"": 49, ""Data Processing"": 59}, ""Term_4"": {""Financial Accounting"": 48, ""Commerce"": 48, ""Economics"": 34, ""English Language"": 36, ""Mathematics"": 31, ""Biology"": 59, ""Geography"": 50, ""Further Mathematics"": 60, ""Government"": 50, ""Religion Studies"": 60, ""Data Processing"": 64}, ""Term_5"": {""Financial Accounting"": 55, ""Commerce"": 31, ""Economics"": 31, ""English Language"": 34, ""Mathematics"": 41, ""Biology"": 45, ""Geography"": 47, ""Further Mathematics"": 46, ""Government"": 51, ""Religion Studies"": 47, ""Data Processing"": 57}, ""Term_6"": {""Financial Accounting"": 39, ""Commerce"": 47, ""Economics"": 46, ""English Language"": 39, ""Mathematics"": 55, ""Biology"": 59, ""Geography"": 44, ""Further Mathematics"": 56, ""Government"": 48, ""Religion Studies"": 59, ""Data Processing"": 57}, ""Term_7"": {""Financial Accounting"": 35, ""Commerce"": 46, ""Economics"": 46, ""English Language"": 31, ""Mathematics"": 46, ""Biology"": 59, ""Geography"": 44, ""Further Mathematics"": 54, ""Government"": 41, ""Religion Studies"": 41, ""Data Processing"": 68}, ""Term_8"": {""Financial Accounting"": 43, ""Commerce"": 40, ""Economics"": 35, ""English Language"": 49, ""Mathematics"": 36, ""Biology"": 47, ""Geography"": 45, ""Further Mathematics"": 43, ""Government"": 50, ""Religion Studies"": 49, ""Data Processing"": 69}}",72.64
334,334,Commercial,"{""Term_1"": {""Financial Accounting"": 41, ""Commerce"": 46, ""Economics"": 43, ""English Language"": 49, ""Mathematics"": 59, ""Agricultural Science"": 46, ""Government"": 41, ""Civic Education"": 57, ""Biology"": 42, ""Religion Studies"": 49, ""Data Processing"": 67, ""Yoruba"": 53}, ""Term_2"": {""Financial Accounting"": 33, ""Commerce"": 42, ""Economics"": 36, ""English Language"": 35, ""Mathematics"": 41, ""Agricultural Science"": 52, ""Government"": 50, ""Civic Education"": 53, ""Biology"": 44, ""Religion Studies"": 52, ""Data Processing"": 59, ""Yoruba"": 44}, ""Term_3"": {""Financial Accounting"": 31, ""Commerce"": 58, ""Economics"": 49, ""English Language"": 41, ""Mathematics"": 46, ""Agricultural Science"": 58, ""Government"": 42, ""Civic Education"": 52, ""Biology"": 55, ""Religion Studies"": 52, ""Data Processing"": 58, ""Yoruba"": 44}, ""Term_4"": {""Financial Accounting"": 49, ""Commerce"": 35, ""Economics"": 39, ""English Language"": 48, ""Mathematics"": 43, ""Agricultural Science"": 54, ""Government"": 47, ""Civic Education"": 57, ""Biology"": 59, ""Religion Studies"": 52, ""Data Processing"": 53, ""Yoruba"": 55}, ""Term_5"": {""Financial Accounting"": 32, ""Commerce"": 34, ""Economics"": 41, ""English Language"": 44, ""Mathematics"": 47, ""Agricultural Science"": 41, ""Government"": 42, ""Civic Education"": 55, ""Biology"": 44, ""Religion Studies"": 54, ""Data Processing"": 64, ""Yoruba"": 59}, ""Term_6"": {""Financial Accounting"": 36, ""Commerce"": 32, ""Economics"": 43, ""English Language"": 33, ""Mathematics"": 54, ""Agricultural Science"": 41, ""Government"": 56, ""Civic Education"": 56, ""Biology"": 46, ""Religion Studies"": 48, ""Data Processing"": 67, ""Yoruba"": 41}, ""Term_7"": {""Financial Accounting"": 33, ""Commerce"": 46, ""Economics"": 36, ""English Language"": 56, ""Mathematics"": 30, ""Agricultural Science"": 40, ""Government"": 60, ""Civic Education"": 56, ""Biology"": 51, ""Religion Studies"": 45, ""Data Processing"": 51, ""Yoruba"": 48}, ""Term_8"": {""Financial Accounting"": 44, ""Commerce"": 40, ""Economics"": 34, ""English Language"": 35, ""Mathematics"": 50, ""Agricultural Science"": 54, ""Government"": 56, ""Civic Education"": 57, ""Biology"": 57, ""Religion Studies"": 55, ""Data Processing"": 69, ""Yoruba"": 52}}",79.89
335,335,Commercial,"{""Term_1"": {""Financial Accounting"": 60, ""Commerce"": 79, ""Economics"": 91, ""English Language"": 62, ""Mathematics"": 61, ""Civic Education"": 65, ""Agricultural Science"": 78, ""Religion Studies"": 68, ""Data Processing"": 55}, ""Term_2"": {""Financial Accounting"": 84, ""Commerce"": 83, ""Economics"": 90, ""English Language"": 66, ""Mathematics"": 90, ""Civic Education"": 100, ""Agricultural Science"": 62, ""Religion Studies"": 82, ""Data Processing"": 50}, ""Term_3"": {""Financial Accounting"": 94, ""Commerce"": 61, ""Economics"": 61, ""English Language"": 75, ""Mathematics"": 84, ""Civic Education"": 70, ""Agricultural Science"": 90, ""Religion Studies"": 69, ""Data Processing"": 66}, ""Term_4"": {""Financial Accounting"": 93, ""Commerce"": 83, ""Economics"": 99, ""English Language"": 90, ""Mathematics"": 75, ""Civic Education"": 98, ""Agricultural Science"": 81, ""Religion Studies"": 64, ""Data Processing"": 63}, ""Term_5"": {""Financial Accounting"": 60, ""Commerce"": 100, ""Economics"": 87, ""English Language"": 65, ""Mathematics"": 77, ""Civic Education"": 96, ""Agricultural Science"": 62, ""Religion Studies"": 96, ""Data Processing"": 69}, ""Term_6"": {""Financial Accounting"": 92, ""Commerce"": 61, ""Economics"": 75, ""English Language"": 83, ""Mathematics"": 77, ""Civic Education"": 74, ""Agricultural Science"": 99, ""Religion Studies"": 65, ""Data Processing"": 67}, ""Term_7"": {""Financial Accounting"": 76, ""Commerce"": 87, ""Economics"": 69, ""English Language"": 99, ""Mathematics"": 62, ""Civic Education"": 90, ""Agricultural Science"": 70, ""Religion Studies"": 84, ""Data Processing"": 63}, ""Term_8"": {""Financial Accounting"": 63, ""Commerce"": 70, ""Economics"": 76, ""English Language"": 80, ""Mathematics"": 88, ""Civic Education"": 75, ""Agricultural Science"": 65, ""Religion Studies"": 95, ""Data Processing"": 61}}",86.8
336,336,Commercial,"{""Term_1"": {""Financial Accounting"": 45, ""Commerce"": 65, ""Economics"": 68, ""English Language"": 34, ""Mathematics"": 51, ""Agricultural Science"": 55, ""Civic Education"": 74, ""Geography"": 67, ""Religion Studies"": 49, ""Data Processing"": 65, ""Yoruba"": 52}, ""Term_2"": {""Financial Accounting"": 39, ""Commerce"": 60, ""Economics"": 48, ""English Language"": 47, ""Mathematics"": 72, ""Agricultural Science"": 55, ""Civic Education"": 73, ""Geography"": 54, ""Religion Studies"": 61, ""Data Processing"": 50, ""Yoruba"": 64}, ""Term_3"": {""Financial Accounting"": 73, ""Commerce"": 38, ""Economics"": 41, ""English Language"": 59, ""Mathematics"": 48, ""Agricultural Science"": 75, ""Civic Education"": 50, ""Geography"": 50, ""Religion Studies"": 60, ""Data Processing"": 67, ""Yoruba"": 71}, ""Term_4"": {""Financial Accounting"": 72, ""Commerce"": 45, ""Economics"": 35, ""English Language"": 60, ""Mathematics"": 31, ""Agricultural Science"": 55, ""Civic Education"": 49, ""Geography"": 72, ""Religion Studies"": 53, ""Data Processing"": 60, ""Yoruba"": 69}, ""Term_5"": {""Financial Accounting"": 46, ""Commerce"": 54, ""Economics"": 60, ""English Language"": 49, ""Mathematics"": 47, ""Agricultural Science"": 74, ""Civic Education"": 51, ""Geography"": 45, ""Religion Studies"": 71, ""Data Processing"": 51, ""Yoruba"": 71}, ""Term_6"": {""Financial Accounting"": 49, ""Commerce"": 62, ""Economics"": 74, ""English Language"": 35, ""Mathematics"": 44, ""Agricultural Science"": 52, ""Civic Education"": 67, ""Geography"": 45, ""Religion Studies"": 69, ""Data Processing"": 59, ""Yoruba"": 70}, ""Term_7"": {""Financial Accounting"": 58, ""Commerce"": 67, ""Economics"": 57, ""English Language"": 45, ""Mathematics"": 37, ""Agricultural Science"": 71, ""Civic Education"": 63, ""Geography"": 54, ""Religion Studies"": 54, ""Data Processing"": 64, ""Yoruba"": 64}, ""Term_8"": {""Financial Accounting"": 70, ""Commerce"": 46, ""Economics"": 41, ""English Language"": 60, ""Mathematics"": 75, ""Agricultural Science"": 49, ""Civic Education"": 45, ""Geography"": 51, ""Religion Studies"": 52, ""Data Processing"": 66, ""Yoruba"": 75}}",64.07
337,337,Commercial,"{""Term_1"": {""Financial Accounting"": 95, ""Commerce"": 95, ""Economics"": 66, ""English Language"": 91, ""Mathematics"": 82, ""Agricultural Science"": 91, ""Further Mathematics"": 72, ""Geography"": 64, ""Religion Studies"": 52, ""Data Processing"": 68}, ""Term_2"": {""Financial Accounting"": 62, ""Commerce"": 81, ""Economics"": 77, ""English Language"": 82, ""Mathematics"": 97, ""Agricultural Science"": 83, ""Further Mathematics"": 86, ""Geography"": 88, ""Religion Studies"": 53, ""Data Processing"": 58}, ""Term_3"": {""Financial Accounting"": 73, ""Commerce"": 61, ""Economics"": 61, ""English Language"": 74, ""Mathematics"": 75, ""Agricultural Science"": 61, ""Further Mathematics"": 66, ""Geography"": 80, ""Religion Studies"": 61, ""Data Processing"": 56}, ""Term_4"": {""Financial Accounting"": 93, ""Commerce"": 87, ""Economics"": 65, ""English Language"": 74, ""Mathematics"": 61, ""Agricultural Science"": 97, ""Further Mathematics"": 77, ""Geography"": 71, ""Religion Studies"": 52, ""Data Processing"": 67}, ""Term_5"": {""Financial Accounting"": 90, ""Commerce"": 73, ""Economics"": 87, ""English Language"": 78, ""Mathematics"": 89, ""Agricultural Science"": 73, ""Further Mathematics"": 74, ""Geography"": 81, ""Religion Studies"": 54, ""Data Processing"": 66}, ""Term_6"": {""Financial Accounting"": 67, ""Commerce"": 61, ""Economics"": 88, ""English Language"": 99, ""Mathematics"": 84, ""Agricultural Science"": 96, ""Further Mathematics"": 89, ""Geography"": 76, ""Religion Studies"": 59, ""Data Processing"": 51}, ""Term_7"": {""Financial Accounting"": 71, ""Commerce"": 66, ""Economics"": 89, ""English Language"": 62, ""Mathematics"": 60, ""Agricultural Science"": 60, ""Further Mathematics"": 67, ""Geography"": 96, ""Religion Studies"": 53, ""Data Processing"": 53}, ""Term_8"": {""Financial Accounting"": 83, ""Commerce"": 60, ""Economics"": 71, ""English Language"": 79, ""Mathematics"": 98, ""Agricultural Science"": 64, ""Further Mathematics"": 82, ""Geography"": 69, ""Religion Studies"": 62, ""Data Processing"": 65}}",73.75
338,338,Commercial,"{""Term_1"": {""Financial Accounting"": 70, ""Commerce"": 38, ""Economics"": 55, ""English Language"": 33, ""Mathematics"": 46, ""Civic Education"": 48, ""Government"": 71, ""Further Mathematics"": 49, ""Religion Studies"": 69, ""Data Processing"": 63, ""Yoruba"": 57}, ""Term_2"": {""Financial Accounting"": 44, ""Commerce"": 47, ""Economics"": 38, ""English Language"": 62, ""Mathematics"": 46, ""Civic Education"": 55, ""Government"": 66, ""Further Mathematics"": 59, ""Religion Studies"": 69, ""Data Processing"": 63, ""Yoruba"": 74}, ""Term_3"": {""Financial Accounting"": 52, ""Commerce"": 65, ""Economics"": 61, ""English Language"": 30, ""Mathematics"": 37, ""Civic Education"": 53, ""Government"": 46, ""Further Mathematics"": 49, ""Religion Studies"": 70, ""Data Processing"": 64, ""Yoruba"": 65}, ""Term_4"": {""Financial Accounting"": 34, ""Commerce"": 46, ""Economics"": 67, ""English Language"": 52, ""Mathematics"": 51, ""Civic Education"": 72, ""Government"": 68, ""Further Mathematics"": 66, ""Religion Studies"": 49, ""Data Processing"": 68, ""Yoruba"": 46}, ""Term_5"": {""Financial Accounting"": 68, ""Commerce"": 50, ""Economics"": 31, ""English Language"": 57, ""Mathematics"": 31, ""Civic Education"": 64, ""Government"": 49, ""Further Mathematics"": 50, ""Religion Studies"": 60, ""Data Processing"": 57, ""Yoruba"": 45}, ""Term_6"": {""Financial Accounting"": 34, ""Commerce"": 47, ""Economics"": 50, ""English Language"": 37, ""Mathematics"": 63, ""Civic Education"": 53, ""Government"": 75, ""Further Mathematics"": 59, ""Religion Studies"": 46, ""Data Processing"": 60, ""Yoruba"": 58}, ""Term_7"": {""Financial Accounting"": 66, ""Commerce"": 45, ""Economics"": 54, ""English Language"": 52, ""Mathematics"": 44, ""Civic Education"": 66, ""Government"": 48, ""Further Mathematics"": 53, ""Religion Studies"": 71, ""Data Processing"": 64, ""Yoruba"": 49}, ""Term_8"": {""Financial Accounting"": 53, ""Commerce"": 69, ""Economics"": 48, ""English Language"": 44, ""Mathematics"": 68, ""Civic Education"": 72, ""Government"": 47, ""Further Mathematics"": 66, ""Religion Studies"": 73, ""Data Processing"": 59, ""Yoruba"": 67}}",69.41
339,339,Commercial,"{""Term_1"": {""Financial Accounting"": 58, ""Commerce"": 30, ""Economics"": 47, ""English Language"": 30, ""Mathematics"": 35, ""Geography"": 48, ""Government"": 40, ""Civic Education"": 51, ""Religion Studies"": 55, ""Data Processing"": 69, ""Yoruba"": 43}, ""Term_2"": {""Financial Accounting"": 34, ""Commerce"": 34, ""Economics"": 32, ""English Language"": 48, ""Mathematics"": 40, ""Geography"": 57, ""Government"": 57, ""Civic Education"": 50, ""Religion Studies"": 45, ""Data Processing"": 64, ""Yoruba"": 57}, ""Term_3"": {""Financial Accounting"": 47, ""Commerce"": 48, ""Economics"": 40, ""English Language"": 32, ""Mathematics"": 42, ""Geography"": 43, ""Government"": 59, ""Civic Education"": 43, ""Religion Studies"": 45, ""Data Processing"": 67, ""Yoruba"": 44}, ""Term_4"": {""Financial Accounting"": 43, ""Commerce"": 33, ""Economics"": 42, ""English Language"": 43, ""Mathematics"": 38, ""Geography"": 42, ""Government"": 41, ""Civic Education"": 41, ""Religion Studies"": 51, ""Data Processing"": 51, ""Yoruba"": 47}, ""Term_5"": {""Financial Accounting"": 37, ""Commerce"": 37, ""Economics"": 36, ""English Language"": 49, ""Mathematics"": 42, ""Geography"": 53, ""Government"": 47, ""Civic Education"": 52, ""Religion Studies"": 58, ""Data Processing"": 55, ""Yoruba"": 45}, ""Term_6"": {""Financial Accounting"": 45, ""Commerce"": 34, ""Economics"": 44, ""English Language"": 37, ""Mathematics"": 56, ""Geography"": 43, ""Government"": 53, ""Civic Education"": 45, ""Religion Studies"": 56, ""Data Processing"": 66, ""Yoruba"": 40}, ""Term_7"": {""Financial Accounting"": 38, ""Commerce"": 47, ""Economics"": 39, ""English Language"": 37, ""Mathematics"": 31, ""Geography"": 58, ""Government"": 51, ""Civic Education"": 42, ""Religion Studies"": 46, ""Data Processing"": 67, ""Yoruba"": 58}, ""Term_8"": {""Financial Accounting"": 30, ""Commerce"": 41, ""Economics"": 37, ""English Language"": 47, ""Mathematics"": 41, ""Geography"": 45, ""Government"": 45, ""Civic Education"": 50, ""Religion Studies"": 47, ""Data Processing"": 54, ""Yoruba"": 49}}",72.18
