result_id,student_id,exam_type,department,subject_scores,pass_or_fail
131,131,WASSCE,Arts,"{'English': 56, 'Literature in English': 44, 'History': 62, 'Government': 65, 'Fine Arts': 58, 'Mathematics': 57, 'Economics': 60, 'Commerce': 79, 'Christian Religious Studies': 44, 'Marketing': 55}",Fail
132,132,WASSCE,Arts,"{'English': 68, 'Literature in English': 55, 'History': 50, 'Government': 51, 'Fine Arts': 58, 'Economics': 49, 'Christian Religious Studies': 48, 'Marketing': 56, 'Biology': 47}",Fail
133,133,WASSCE,Arts,"{'English': 62, 'Literature in English': 38, 'History': 64, 'Government': 52, 'Fine Arts': 64, 'Economics': 52, 'Marketing': 55, 'Biology': 53, 'Religious Studies': 55}",Fail
134,134,WASSCE,Arts,"{'English': 44, 'Literature in English': 58, 'History': 51, 'Government': 50, 'Fine Arts': 53, 'Marketing': 47, 'Biology': 48, 'Agricultural Science': 70}",Fail
135,135,WASSCE,Arts,"{'English': 58, 'Literature in English': 57, 'History': 50, 'Government': 48, 'Fine Arts': 47, 'Economics': 51, 'Marketing': 53, 'Biology': 53, 'Agricultural Science': 62, 'Religious Studies': 44}",Fail
136,136,WASSCE,Arts,"{'English': 50, 'Literature in English': 68, 'History': 53, 'Government': 63, 'Fine Arts': 55, 'Commerce': 61, 'Christian Religious Studies': 58, 'Marketing': 57, 'Biology': 48, 'Agricultural Science': 59}",Pass
137,137,WASSCE,Arts,"{'English': 55, 'Literature in English': 53, 'History': 47, 'Government': 50, 'Fine Arts': 41, 'Economics': 66, 'Marketing': 63, 'Biology': 55}",Fail
138,138,WASSCE,Arts,"{'English': 74, 'Literature in English': 58, 'History': 41, 'Government': 57, 'Fine Arts': 53, 'Economics': 61, 'Commerce': 52, 'Christian Religious Studies': 61, 'Marketing': 63, 'Biology': 65}",Pass
139,139,WASSCE,Arts,"{'English': 55, 'Literature in English': 41, 'History': 61, 'Government': 54, 'Fine Arts': 66, 'Economics': 56, 'Commerce': 57, 'Biology': 55, 'Agricultural Science': 64, 'Religious Studies': 32}",Fail
140,140,WASSCE,Arts,"{'English': 45, 'Literature in English': 59, 'History': 54, 'Government': 67, 'Fine Arts': 37, 'Commerce': 62, 'Marketing': 55, 'Biology': 67, 'Agricultural Science': 53, 'Religious Studies': 66}",Pass
141,141,WASSCE,Arts,"{'English': 61, 'Literature in English': 68, 'History': 66, 'Government': 54, 'Fine Arts': 47, 'Economics': 73, 'Biology': 46, 'Agricultural Science': 67, 'Religious Studies': 67}",Pass
142,142,WASSCE,Arts,"{'English': 68, 'Literature in English': 63, 'History': 45, 'Government': 60, 'Fine Arts': 51, 'Mathematics': 54, 'Economics': 47, 'Commerce': 62, 'Christian Religious Studies': 55, 'Biology': 52}",Fail
143,143,WASSCE,Arts,"{'English': 68, 'Literature in English': 60, 'History': 62, 'Government': 60, 'Fine Arts': 51, 'Marketing': 47, 'Biology': 66, 'Agricultural Science': 55, 'Religious Studies': 54}",Pass
144,144,WASSCE,Arts,"{'English': 62, 'Literature in English': 54, 'History': 46, 'Government': 52, 'Fine Arts': 57, 'Mathematics': 54, 'Economics': 72, 'Commerce': 53, 'Christian Religious Studies': 41, 'Marketing': 56}",Fail
145,145,WASSCE,Arts,"{'English': 47, 'Literature in English': 48, 'History': 50, 'Government': 57, 'Fine Arts': 59, 'Economics': 56, 'Commerce': 60, 'Marketing': 63, 'Biology': 50, 'Religious Studies': 52}",Fail
146,146,WASSCE,Arts,"{'English': 43, 'Literature in English': 66, 'History': 56, 'Government': 64, 'Fine Arts': 70, 'Christian Religious Studies': 64, 'Marketing': 71, 'Agricultural Science': 52}",Fail
147,147,WASSCE,Arts,"{'English': 62, 'Literature in English': 47, 'History': 56, 'Government': 75, 'Fine Arts': 66, 'Mathematics': 43, 'Commerce': 45, 'Agricultural Science': 62, 'Religious Studies': 35}",Fail
148,148,WASSCE,Arts,"{'English': 48, 'Literature in English': 59, 'History': 77, 'Government': 43, 'Fine Arts': 50, 'Mathematics': 61, 'Christian Religious Studies': 67, 'Agricultural Science': 62}",Fail
149,149,WASSCE,Arts,"{'English': 56, 'Literature in English': 51, 'History': 49, 'Government': 59, 'Fine Arts': 51, 'Mathematics': 58, 'Commerce': 64, 'Marketing': 41, 'Agricultural Science': 64, 'Religious Studies': 68}",Pass
150,150,WASSCE,Arts,"{'English': 65, 'Literature in English': 51, 'History': 51, 'Government': 45, 'Fine Arts': 48, 'Economics': 55, 'Commerce': 62, 'Christian Religious Studies': 63, 'Agricultural Science': 64}",Fail
151,151,WASSCE,Arts,"{'English': 68, 'Literature in English': 57, 'History': 55, 'Government': 57, 'Fine Arts': 49, 'Economics': 62, 'Commerce': 56, 'Marketing': 74, 'Biology': 50, 'Agricultural Science': 53, 'Religious Studies': 55}",Pass
152,152,WASSCE,Arts,"{'English': 51, 'Literature in English': 53, 'History': 51, 'Government': 61, 'Fine Arts': 50, 'Mathematics': 50, 'Economics': 43, 'Christian Religious Studies': 68, 'Marketing': 55, 'Biology': 56}",Pass
153,153,WASSCE,Arts,"{'English': 43, 'Literature in English': 57, 'History': 52, 'Government': 41, 'Fine Arts': 57, 'Mathematics': 47, 'Commerce': 63, 'Christian Religious Studies': 55, 'Marketing': 36, 'Agricultural Science': 61}",Fail
154,154,WASSCE,Arts,"{'English': 55, 'Literature in English': 38, 'History': 53, 'Government': 40, 'Fine Arts': 43, 'Mathematics': 52, 'Economics': 59, 'Christian Religious Studies': 54, 'Marketing': 49, 'Biology': 52}",Fail
155,155,WASSCE,Arts,"{'English': 51, 'Literature in English': 50, 'History': 54, 'Government': 64, 'Fine Arts': 64, 'Mathematics': 56, 'Economics': 65, 'Biology': 58, 'Agricultural Science': 50, 'Religious Studies': 69}",Pass
156,156,WASSCE,Arts,"{'English': 57, 'Literature in English': 62, 'History': 67, 'Government': 59, 'Fine Arts': 52, 'Economics': 56, 'Commerce': 46, 'Christian Religious Studies': 40, 'Marketing': 61, 'Agricultural Science': 60}",Fail
157,157,WASSCE,Arts,"{'English': 79, 'Literature in English': 69, 'History': 66, 'Government': 54, 'Fine Arts': 62, 'Mathematics': 59, 'Christian Religious Studies': 53, 'Marketing': 51, 'Agricultural Science': 49}",Pass
158,158,WASSCE,Arts,"{'English': 59, 'Literature in English': 53, 'History': 55, 'Government': 52, 'Fine Arts': 46, 'Mathematics': 70, 'Economics': 54, 'Christian Religious Studies': 71, 'Marketing': 68, 'Biology': 55}",Pass
159,159,WASSCE,Arts,"{'English': 46, 'Literature in English': 62, 'History': 63, 'Government': 42, 'Fine Arts': 64, 'Mathematics': 55, 'Commerce': 51, 'Christian Religious Studies': 56}",Fail
160,160,WASSCE,Arts,"{'English': 66, 'Literature in English': 52, 'History': 65, 'Government': 66, 'Fine Arts': 49, 'Mathematics': 57, 'Economics': 62, 'Commerce': 55, 'Christian Religious Studies': 52, 'Biology': 62}",Pass
161,161,WASSCE,Arts,"{'English': 51, 'Literature in English': 56, 'History': 53, 'Government': 72, 'Fine Arts': 67, 'Economics': 52, 'Commerce': 68, 'Christian Religious Studies': 49, 'Marketing': 44, 'Biology': 51}",Fail
162,162,WASSCE,Arts,"{'English': 51, 'Literature in English': 42, 'History': 50, 'Government': 54, 'Fine Arts': 49, 'Commerce': 66, 'Christian Religious Studies': 50, 'Marketing': 56, 'Biology': 61, 'Agricultural Science': 65}",Fail
163,163,WASSCE,Arts,"{'English': 51, 'Literature in English': 69, 'History': 68, 'Government': 44, 'Fine Arts': 48, 'Mathematics': 54, 'Economics': 57, 'Christian Religious Studies': 44, 'Marketing': 67, 'Agricultural Science': 54}",Fail
164,164,WASSCE,Arts,"{'English': 71, 'Literature in English': 50, 'History': 52, 'Government': 61, 'Fine Arts': 58, 'Mathematics': 69, 'Commerce': 72, 'Christian Religious Studies': 51, 'Marketing': 45, 'Agricultural Science': 63}",Pass
165,165,WASSCE,Arts,"{'English': 40, 'Literature in English': 58, 'History': 72, 'Government': 49, 'Fine Arts': 58, 'Mathematics': 70, 'Economics': 63, 'Commerce': 47, 'Marketing': 54, 'Religious Studies': 34}",Fail
166,166,WASSCE,Arts,"{'English': 68, 'Literature in English': 60, 'History': 66, 'Government': 57, 'Fine Arts': 47, 'Mathematics': 44, 'Economics': 75, 'Commerce': 60, 'Christian Religious Studies': 59, 'Agricultural Science': 48}",Pass
167,167,WASSCE,Arts,"{'English': 56, 'Literature in English': 63, 'History': 58, 'Government': 53, 'Fine Arts': 66, 'Mathematics': 46, 'Economics': 59, 'Commerce': 52, 'Marketing': 52, 'Agricultural Science': 47, 'Religious Studies': 61}",Pass
168,168,WASSCE,Arts,"{'English': 51, 'Literature in English': 62, 'History': 46, 'Government': 63, 'Fine Arts': 42, 'Mathematics': 44, 'Economics': 60, 'Commerce': 68, 'Christian Religious Studies': 50, 'Marketing': 67}",Pass
169,169,WASSCE,Arts,"{'English': 68, 'Literature in English': 60, 'History': 56, 'Government': 62, 'Fine Arts': 66, 'Commerce': 58, 'Christian Religious Studies': 48, 'Marketing': 64, 'Biology': 45}",Fail
170,170,WASSCE,Arts,"{'English': 34, 'Literature in English': 61, 'History': 66, 'Government': 73, 'Fine Arts': 63, 'Commerce': 65, 'Marketing': 61, 'Biology': 68, 'Agricultural Science': 48, 'Religious Studies': 66}",Fail
171,171,WASSCE,Arts,"{'English': 50, 'Literature in English': 63, 'History': 68, 'Government': 60, 'Fine Arts': 53, 'Economics': 61, 'Commerce': 58, 'Biology': 60, 'Religious Studies': 59}",Pass
172,172,WASSCE,Arts,"{'English': 48, 'Literature in English': 53, 'History': 67, 'Government': 52, 'Fine Arts': 65, 'Economics': 46, 'Christian Religious Studies': 68, 'Biology': 62, 'Agricultural Science': 57}",Fail
173,173,WASSCE,Arts,"{'English': 50, 'Literature in English': 66, 'History': 61, 'Government': 70, 'Fine Arts': 56, 'Mathematics': 57, 'Commerce': 53, 'Agricultural Science': 62, 'Religious Studies': 33}",Fail
174,174,WASSCE,Arts,"{'English': 53, 'Literature in English': 67, 'History': 62, 'Government': 66, 'Fine Arts': 54, 'Mathematics': 49, 'Economics': 45, 'Commerce': 63, 'Christian Religious Studies': 57, 'Marketing': 48}",Pass
175,175,WASSCE,Arts,"{'English': 59, 'Literature in English': 67, 'History': 59, 'Government': 57, 'Fine Arts': 77, 'Economics': 73, 'Christian Religious Studies': 73, 'Marketing': 55}",Fail
176,176,WASSCE,Arts,"{'English': 59, 'Literature in English': 63, 'History': 65, 'Government': 56, 'Fine Arts': 54, 'Commerce': 43, 'Marketing': 61, 'Biology': 40, 'Agricultural Science': 47, 'Religious Studies': 63}",Pass
177,177,WASSCE,Arts,"{'English': 71, 'Literature in English': 76, 'History': 62, 'Government': 61, 'Fine Arts': 44, 'Economics': 67, 'Biology': 64, 'Agricultural Science': 68, 'Religious Studies': 83}",Pass
178,178,WASSCE,Arts,"{'English': 65, 'Literature in English': 68, 'History': 71, 'Government': 58, 'Fine Arts': 56, 'Mathematics': 53, 'Economics': 50, 'Biology': 68, 'Agricultural Science': 68, 'Religious Studies': 55}",Pass
179,179,WASSCE,Arts,"{'English': 47, 'Literature in English': 66, 'History': 65, 'Government': 57, 'Fine Arts': 43, 'Mathematics': 60, 'Economics': 59, 'Commerce': 58, 'Agricultural Science': 53, 'Religious Studies': 44}",Fail
180,180,WASSCE,Arts,"{'English': 55, 'Literature in English': 71, 'History': 52, 'Government': 59, 'Fine Arts': 49, 'Mathematics': 52, 'Economics': 52, 'Commerce': 57, 'Biology': 47, 'Agricultural Science': 52, 'Religious Studies': 50}",Pass
181,181,WASSCE,Arts,"{'English': 60, 'Literature in English': 43, 'History': 61, 'Government': 61, 'Fine Arts': 56, 'Mathematics': 61, 'Commerce': 52, 'Marketing': 67, 'Agricultural Science': 52, 'Religious Studies': 44}",Fail
182,182,WASSCE,Arts,"{'English': 58, 'Literature in English': 41, 'History': 51, 'Government': 62, 'Fine Arts': 37, 'Mathematics': 56, 'Commerce': 68, 'Christian Religious Studies': 60, 'Marketing': 65, 'Biology': 64}",Fail
183,183,WASSCE,Arts,"{'English': 65, 'Literature in English': 54, 'History': 69, 'Government': 64, 'Fine Arts': 63, 'Mathematics': 56, 'Economics': 59, 'Marketing': 63, 'Biology': 62, 'Religious Studies': 42}",Fail
184,184,WASSCE,Arts,"{'English': 66, 'Literature in English': 56, 'History': 66, 'Government': 52, 'Fine Arts': 52, 'Mathematics': 71, 'Christian Religious Studies': 55, 'Marketing': 55, 'Biology': 63}",Pass
185,185,WASSCE,Arts,"{'English': 65, 'Literature in English': 55, 'History': 67, 'Government': 55, 'Fine Arts': 66, 'Mathematics': 51, 'Marketing': 49, 'Biology': 66, 'Agricultural Science': 63, 'Religious Studies': 58}",Pass
186,186,WASSCE,Arts,"{'English': 49, 'Literature in English': 50, 'History': 61, 'Government': 48, 'Fine Arts': 68, 'Economics': 71, 'Commerce': 60, 'Christian Religious Studies': 63, 'Marketing': 58, 'Agricultural Science': 62}",Fail
187,187,WASSCE,Arts,"{'English': 51, 'Literature in English': 58, 'History': 44, 'Government': 45, 'Fine Arts': 66, 'Mathematics': 65, 'Economics': 57, 'Marketing': 53, 'Religious Studies': 48}",Fail
188,188,WASSCE,Arts,"{'English': 56, 'Literature in English': 55, 'History': 53, 'Government': 63, 'Fine Arts': 75, 'Economics': 54, 'Christian Religious Studies': 61, 'Biology': 49, 'Agricultural Science': 53}",Pass
189,189,WASSCE,Arts,"{'English': 48, 'Literature in English': 55, 'History': 49, 'Government': 65, 'Fine Arts': 78, 'Mathematics': 55, 'Economics': 52, 'Marketing': 68, 'Religious Studies': 47}",Fail
190,190,WASSCE,Arts,"{'English': 64, 'Literature in English': 71, 'History': 54, 'Government': 72, 'Fine Arts': 70, 'Mathematics': 66, 'Commerce': 56, 'Marketing': 72, 'Biology': 54, 'Religious Studies': 77}",Fail
191,191,WASSCE,Arts,"{'English': 72, 'Literature in English': 45, 'History': 47, 'Government': 65, 'Fine Arts': 54, 'Economics': 80, 'Commerce': 47, 'Christian Religious Studies': 50, 'Biology': 71, 'Agricultural Science': 58}",Fail
192,192,WASSCE,Arts,"{'English': 69, 'Literature in English': 53, 'History': 56, 'Government': 57, 'Fine Arts': 75, 'Mathematics': 62, 'Economics': 60, 'Commerce': 45, 'Religious Studies': 33}",Fail
193,193,WASSCE,Arts,"{'English': 51, 'Literature in English': 50, 'History': 65, 'Government': 64, 'Fine Arts': 75, 'Christian Religious Studies': 63, 'Marketing': 61, 'Biology': 69, 'Agricultural Science': 63}",Pass
194,194,WASSCE,Arts,"{'English': 62, 'Literature in English': 64, 'History': 59, 'Government': 65, 'Fine Arts': 61, 'Mathematics': 53, 'Economics': 68, 'Marketing': 52, 'Religious Studies': 65}",Fail
195,195,WASSCE,Arts,"{'English': 49, 'Literature in English': 57, 'History': 56, 'Government': 60, 'Fine Arts': 68, 'Mathematics': 55, 'Economics': 52, 'Biology': 58, 'Religious Studies': 42}",Fail
196,196,WASSCE,Arts,"{'English': 57, 'Literature in English': 55, 'History': 41, 'Government': 59, 'Fine Arts': 71, 'Economics': 53, 'Marketing': 64, 'Biology': 61, 'Religious Studies': 55}",Pass
197,197,WASSCE,Arts,"{'English': 45, 'Literature in English': 59, 'History': 63, 'Government': 39, 'Fine Arts': 57, 'Mathematics': 55, 'Commerce': 43, 'Marketing': 55, 'Agricultural Science': 56, 'Religious Studies': 34}",Fail
198,198,WASSCE,Arts,"{'English': 41, 'Literature in English': 57, 'History': 54, 'Government': 58, 'Fine Arts': 76, 'Mathematics': 57, 'Economics': 56, 'Marketing': 49, 'Agricultural Science': 46, 'Religious Studies': 54}",Fail
199,199,WASSCE,Arts,"{'English': 63, 'Literature in English': 56, 'History': 45, 'Government': 57, 'Fine Arts': 54, 'Economics': 63, 'Christian Religious Studies': 59, 'Marketing': 50, 'Agricultural Science': 65}",Pass
200,200,WASSCE,Arts,"{'English': 43, 'Literature in English': 53, 'History': 53, 'Government': 66, 'Fine Arts': 56, 'Economics': 68, 'Marketing': 42, 'Agricultural Science': 61, 'Religious Studies': 61}",Fail
201,201,WASSCE,Arts,"{'English': 56, 'Literature in English': 59, 'History': 49, 'Government': 62, 'Fine Arts': 49, 'Commerce': 62, 'Christian Religious Studies': 55, 'Marketing': 56, 'Biology': 50, 'Agricultural Science': 63}",Fail
202,202,WASSCE,Arts,"{'English': 62, 'Literature in English': 69, 'History': 54, 'Government': 56, 'Fine Arts': 64, 'Mathematics': 65, 'Economics': 47, 'Commerce': 42, 'Religious Studies': 64}",Pass
203,203,WASSCE,Commercial,"{'Financial Accounting': 49, 'Commerce': 59, 'Economics': 51, 'English Language': 59, 'Mathematics': 68, 'Geography': 63, 'Government': 47, 'Yoruba Language': 72, 'Further Mathematics': 62, 'Civic Education': 41}",Fail
204,204,WASSCE,Commercial,"{'Financial Accounting': 42, 'Commerce': 44, 'Economics': 53, 'English Language': 39, 'Mathematics': 62, 'Geography': 74, 'Government': 62, 'Biology': 61, 'Yoruba Language': 46, 'Civic Education': 48}",Fail
205,205,WASSCE,Commercial,"{'Financial Accounting': 66, 'Commerce': 44, 'Economics': 70, 'English Language': 52, 'Mathematics': 70, 'Geography': 50, 'Agricultural Science': 64, 'Biology': 59, 'Religious and Moral Instructions': 59}",Fail
206,206,WASSCE,Commercial,"{'Financial Accounting': 54, 'Commerce': 40, 'Economics': 62, 'English Language': 63, 'Mathematics': 61, 'Government': 67, 'Biology': 55, 'Further Mathematics': 61, 'Religious and Moral Instructions': 61}",Fail
207,207,WASSCE,Commercial,"{'Financial Accounting': 68, 'Commerce': 42, 'Economics': 64, 'English Language': 53, 'Mathematics': 44, 'Government': 76, 'Biology': 63, 'Yoruba Language': 72, 'Further Mathematics': 67}",Fail
208,208,WASSCE,Commercial,"{'Financial Accounting': 60, 'Commerce': 39, 'Economics': 50, 'English Language': 57, 'Mathematics': 74, 'Geography': 62, 'Agricultural Science': 72, 'Biology': 51, 'Yoruba Language': 61, 'Religious and Moral Instructions': 71}",Fail
209,209,WASSCE,Commercial,"{'Financial Accounting': 60, 'Commerce': 72, 'Economics': 71, 'English Language': 54, 'Mathematics': 47, 'Government': 51, 'Biology': 75, 'Yoruba Language': 58, 'Further Mathematics': 61, 'Religious and Moral Instructions': 50}",Fail
210,210,WASSCE,Commercial,"{'Financial Accounting': 55, 'Commerce': 49, 'Economics': 60, 'English Language': 47, 'Mathematics': 75, 'Geography': 62, 'Government': 56, 'Biology': 51, 'Religious and Moral Instructions': 69}",Fail
211,211,WASSCE,Commercial,"{'Financial Accounting': 63, 'Commerce': 50, 'Economics': 58, 'English Language': 67, 'Mathematics': 53, 'Government': 65, 'Agricultural Science': 47, 'Biology': 53}",Pass
212,212,WASSCE,Commercial,"{'Financial Accounting': 37, 'Commerce': 52, 'Economics': 52, 'English Language': 61, 'Mathematics': 67, 'Yoruba Language': 64, 'Further Mathematics': 57, 'Religious and Moral Instructions': 40, 'Civic Education': 80}",Fail
213,213,WASSCE,Commercial,"{'Financial Accounting': 70, 'Commerce': 61, 'Economics': 60, 'English Language': 61, 'Mathematics': 60, 'Geography': 68, 'Government': 44, 'Agricultural Science': 59, 'Further Mathematics': 51}",Pass
214,214,WASSCE,Commercial,"{'Financial Accounting': 67, 'Commerce': 61, 'Economics': 66, 'English Language': 52, 'Mathematics': 44, 'Biology': 57, 'Religious and Moral Instructions': 42, 'Civic Education': 64}",Fail
215,215,WASSCE,Commercial,"{'Financial Accounting': 58, 'Commerce': 56, 'Economics': 48, 'English Language': 69, 'Mathematics': 59, 'Geography': 58, 'Government': 54, 'Further Mathematics': 63, 'Civic Education': 53}",Fail
216,216,WASSCE,Commercial,"{'Financial Accounting': 56, 'Commerce': 47, 'Economics': 60, 'English Language': 55, 'Mathematics': 44, 'Government': 58, 'Biology': 56, 'Yoruba Language': 55}",Fail
217,217,WASSCE,Commercial,"{'Financial Accounting': 50, 'Commerce': 75, 'Economics': 71, 'English Language': 51, 'Mathematics': 57, 'Government': 67, 'Agricultural Science': 62, 'Biology': 51, 'Yoruba Language': 61}",Pass
218,218,WASSCE,Commercial,"{'Financial Accounting': 57, 'Commerce': 58, 'Economics': 57, 'English Language': 64, 'Mathematics': 45, 'Geography': 58, 'Agricultural Science': 63, 'Biology': 62, 'Yoruba Language': 57, 'Further Mathematics': 61}",Fail
219,219,WASSCE,Commercial,"{'Financial Accounting': 66, 'Commerce': 50, 'Economics': 41, 'English Language': 51, 'Mathematics': 46, 'Geography': 55, 'Biology': 51, 'Further Mathematics': 53, 'Civic Education': 54}",Fail
220,220,WASSCE,Commercial,"{'Financial Accounting': 56, 'Commerce': 54, 'Economics': 62, 'English Language': 53, 'Mathematics': 56, 'Geography': 54, 'Agricultural Science': 50, 'Religious and Moral Instructions': 67, 'Civic Education': 59}",Pass
221,221,WASSCE,Commercial,"{'Financial Accounting': 73, 'Commerce': 51, 'Economics': 60, 'English Language': 61, 'Mathematics': 62, 'Yoruba Language': 54, 'Further Mathematics': 56, 'Civic Education': 70}",Pass
222,222,WASSCE,Commercial,"{'Financial Accounting': 56, 'Commerce': 54, 'Economics': 58, 'English Language': 63, 'Mathematics': 47, 'Agricultural Science': 50, 'Religious and Moral Instructions': 64, 'Civic Education': 49}",Fail
223,223,WASSCE,Commercial,"{'Financial Accounting': 51, 'Commerce': 60, 'Economics': 49, 'English Language': 63, 'Mathematics': 54, 'Agricultural Science': 43, 'Yoruba Language': 56, 'Religious and Moral Instructions': 55}",Fail
224,224,WASSCE,Commercial,"{'Financial Accounting': 52, 'Commerce': 45, 'Economics': 38, 'English Language': 60, 'Mathematics': 50, 'Geography': 57, 'Government': 42, 'Biology': 67}",Fail
225,225,WASSCE,Commercial,"{'Financial Accounting': 52, 'Commerce': 62, 'Economics': 55, 'English Language': 49, 'Mathematics': 61, 'Government': 46, 'Biology': 66, 'Further Mathematics': 43}",Fail
226,226,WASSCE,Commercial,"{'Financial Accounting': 53, 'Commerce': 60, 'Economics': 48, 'English Language': 58, 'Mathematics': 56, 'Government': 70, 'Agricultural Science': 81, 'Religious and Moral Instructions': 48, 'Civic Education': 63}",Fail
227,227,WASSCE,Commercial,"{'Financial Accounting': 63, 'Commerce': 74, 'Economics': 69, 'English Language': 45, 'Mathematics': 67, 'Geography': 64, 'Yoruba Language': 65, 'Further Mathematics': 58, 'Religious and Moral Instructions': 60, 'Civic Education': 66}",Fail
228,228,WASSCE,Commercial,"{'Financial Accounting': 51, 'Commerce': 54, 'Economics': 66, 'English Language': 65, 'Mathematics': 41, 'Geography': 66, 'Biology': 54, 'Yoruba Language': 58, 'Religious and Moral Instructions': 53}",Fail
229,229,WASSCE,Commercial,"{'Financial Accounting': 52, 'Commerce': 48, 'Economics': 60, 'English Language': 68, 'Mathematics': 67, 'Agricultural Science': 53, 'Yoruba Language': 56, 'Religious and Moral Instructions': 54}",Fail
230,230,WASSCE,Commercial,"{'Financial Accounting': 56, 'Commerce': 63, 'Economics': 50, 'English Language': 51, 'Mathematics': 46, 'Geography': 41, 'Biology': 56, 'Civic Education': 68}",Fail
231,231,WASSCE,Commercial,"{'Financial Accounting': 71, 'Commerce': 73, 'Economics': 52, 'English Language': 50, 'Mathematics': 60, 'Agricultural Science': 56, 'Biology': 50, 'Yoruba Language': 72, 'Further Mathematics': 47, 'Civic Education': 60}",Pass
232,232,WASSCE,Commercial,"{'Financial Accounting': 56, 'Commerce': 61, 'Economics': 47, 'English Language': 51, 'Mathematics': 55, 'Government': 47, 'Agricultural Science': 64, 'Yoruba Language': 46, 'Further Mathematics': 57, 'Religious and Moral Instructions': 55}",Fail
233,233,WASSCE,Commercial,"{'Financial Accounting': 49, 'Commerce': 52, 'Economics': 73, 'English Language': 75, 'Mathematics': 44, 'Geography': 59, 'Government': 61, 'Biology': 50, 'Yoruba Language': 63, 'Civic Education': 53}",Fail
234,234,WASSCE,Commercial,"{'Financial Accounting': 65, 'Commerce': 57, 'Economics': 55, 'English Language': 65, 'Mathematics': 44, 'Geography': 49, 'Agricultural Science': 44, 'Biology': 53, 'Further Mathematics': 61, 'Religious and Moral Instructions': 48}",Fail
235,235,WASSCE,Commercial,"{'Financial Accounting': 55, 'Commerce': 50, 'Economics': 68, 'English Language': 58, 'Mathematics': 68, 'Biology': 53, 'Yoruba Language': 67, 'Further Mathematics': 60}",Pass
236,236,WASSCE,Commercial,"{'Financial Accounting': 58, 'Commerce': 48, 'Economics': 55, 'English Language': 50, 'Mathematics': 62, 'Agricultural Science': 66, 'Further Mathematics': 48, 'Religious and Moral Instructions': 64}",Fail
237,237,WASSCE,Commercial,"{'Financial Accounting': 58, 'Commerce': 58, 'Economics': 69, 'English Language': 55, 'Mathematics': 55, 'Government': 55, 'Agricultural Science': 55, 'Biology': 63, 'Civic Education': 48}",Pass
238,238,WASSCE,Commercial,"{'Financial Accounting': 56, 'Commerce': 55, 'Economics': 63, 'English Language': 63, 'Mathematics': 72, 'Government': 44, 'Agricultural Science': 66, 'Yoruba Language': 52, 'Civic Education': 45}",Pass
239,239,WASSCE,Commercial,"{'Financial Accounting': 48, 'Commerce': 58, 'Economics': 66, 'English Language': 44, 'Mathematics': 60, 'Government': 62, 'Agricultural Science': 70, 'Yoruba Language': 62, 'Further Mathematics': 50, 'Religious and Moral Instructions': 62}",Fail
240,240,WASSCE,Commercial,"{'Financial Accounting': 48, 'Commerce': 49, 'Economics': 60, 'English Language': 72, 'Mathematics': 62, 'Agricultural Science': 64, 'Yoruba Language': 57, 'Religious and Moral Instructions': 62}",Fail
241,241,WASSCE,Commercial,"{'Financial Accounting': 49, 'Commerce': 58, 'Economics': 60, 'English Language': 59, 'Mathematics': 75, 'Geography': 57, 'Agricultural Science': 55, 'Further Mathematics': 46, 'Religious and Moral Instructions': 63, 'Civic Education': 50}",Fail
242,242,WASSCE,Commercial,"{'Financial Accounting': 72, 'Commerce': 56, 'Economics': 54, 'English Language': 52, 'Mathematics': 50, 'Geography': 66, 'Government': 55, 'Agricultural Science': 45, 'Further Mathematics': 57, 'Civic Education': 82}",Pass
243,243,WASSCE,Commercial,"{'Financial Accounting': 65, 'Commerce': 42, 'Economics': 55, 'English Language': 62, 'Mathematics': 56, 'Yoruba Language': 71, 'Further Mathematics': 61, 'Civic Education': 63}",Fail
244,244,WASSCE,Commercial,"{'Financial Accounting': 74, 'Commerce': 47, 'Economics': 68, 'English Language': 55, 'Mathematics': 61, 'Government': 53, 'Biology': 61, 'Further Mathematics': 46, 'Civic Education': 57}",Fail
245,245,WASSCE,Commercial,"{'Financial Accounting': 49, 'Commerce': 54, 'Economics': 41, 'English Language': 54, 'Mathematics': 52, 'Biology': 46, 'Yoruba Language': 70, 'Further Mathematics': 64, 'Religious and Moral Instructions': 67, 'Civic Education': 65}",Fail
246,246,WASSCE,Commercial,"{'Financial Accounting': 52, 'Commerce': 53, 'Economics': 65, 'English Language': 68, 'Mathematics': 55, 'Geography': 61, 'Government': 43, 'Agricultural Science': 56, 'Biology': 66, 'Further Mathematics': 71}",Pass
247,247,WASSCE,Commercial,"{'Financial Accounting': 50, 'Commerce': 45, 'Economics': 60, 'English Language': 55, 'Mathematics': 43, 'Geography': 56, 'Biology': 57, 'Yoruba Language': 51, 'Religious and Moral Instructions': 50, 'Civic Education': 52}",Fail
248,248,WASSCE,Commercial,"{'Financial Accounting': 49, 'Commerce': 48, 'Economics': 56, 'English Language': 55, 'Mathematics': 42, 'Geography': 67, 'Government': 57, 'Biology': 46, 'Further Mathematics': 45, 'Religious and Moral Instructions': 53}",Fail
249,249,WASSCE,Commercial,"{'Financial Accounting': 59, 'Commerce': 51, 'Economics': 63, 'English Language': 61, 'Mathematics': 45, 'Geography': 51, 'Government': 74, 'Agricultural Science': 37, 'Biology': 57, 'Further Mathematics': 55}",Fail
